Datetime,PM2.5,PM10,NO,NO2,NOx,CO,O3,Benzene,Toluene,AQI,AQI_Bucket
2023-09-13,18.3,536.6,179.7,51.4,138.4,0.65,164.4,5.67,28.94,462.9,Severe
2023-09-14,187.5,71.1,89.1,87.0,188.3,1.37,153.1,0.53,15.92,352.0,Very Poor
2023-09-15,46.7,357.1,35.0,33.4,189.4,7.61,86.5,2.91,28.51,308.6,Very Poor
2023-09-16,225.2,452.7,193.0,32.4,53.1,7.51,44.7,15.67,5.24,413.7,Severe
2023-09-17,262.0,302.4,88.3,118.1,165.9,9.24,154.8,8.13,13.81,405.4,Severe
2023-09-18,385.8,270.2,184.4,105.1,160.1,4.17,185.9,3.3,12.67,454.6,Severe
2023-09-19,375.6,66.0,141.8,50.2,38.0,1.15,146.7,16.75,25.97,450.5,Severe
2023-09-20,309.9,168.6,181.8,50.2,48.5,9.85,151.5,16.54,17.72,424.4,Severe
2023-09-21,63.2,574.8,27.3,69.4,105.8,3.86,50.2,4.05,16.0,485.2,Severe
2023-09-22,439.0,193.1,144.6,41.9,29.5,8.3,32.6,5.76,20.41,475.7,Severe
2023-09-23,329.3,508.7,130.3,72.7,61.1,0.12,92.3,15.73,16.39,446.5,Severe
2023-09-24,11.2,209.7,104.8,80.4,50.9,2.59,80.9,10.7,16.66,173.2,Moderate
2023-09-25,353.6,423.9,123.3,18.7,50.8,0.75,81.4,2.2,13.29,441.8,Severe
2023-09-26,294.3,264.7,24.6,9.0,122.5,7.55,85.6,17.45,4.51,418.2,Severe
2023-09-27,315.5,539.9,124.9,87.0,7.3,8.13,144.4,1.01,26.06,464.8,Severe
2023-09-28,341.0,547.3,69.9,71.8,184.9,9.06,26.7,17.14,29.34,469.1,Severe
2023-09-29,70.8,582.4,70.7,149.7,122.6,9.04,75.6,7.43,8.0,489.7,Severe
2023-09-30,424.4,48.3,97.0,147.9,190.6,1.92,151.7,5.05,15.93,469.9,Severe
2023-10-01,172.2,283.0,23.2,113.5,62.3,1.47,85.0,16.3,21.83,340.3,Very Poor
2023-10-02,473.7,205.5,108.2,20.4,44.5,2.12,102.5,13.35,5.85,489.5,Severe
2023-10-03,198.0,382.8,145.4,76.1,151.4,5.38,132.1,10.6,27.37,360.1,Very Poor
2023-10-04,134.5,200.9,37.0,116.7,165.2,3.06,17.3,18.68,8.99,311.4,Very Poor
2023-10-05,91.9,325.1,27.8,145.3,36.3,9.37,197.7,12.62,13.95,275.1,Poor
2023-10-06,464.3,274.5,31.1,93.2,241.6,0.67,197.5,1.88,14.42,485.8,Severe
2023-10-07,198.7,210.4,4.4,81.9,122.8,1.64,47.0,16.35,22.27,360.6,Very Poor
2023-10-08,496.4,126.1,10.4,127.3,122.5,4.95,169.1,18.71,27.89,498.6,Severe
2023-10-09,246.9,24.5,166.9,24.0,246.5,1.41,9.8,12.54,3.39,397.6,Very Poor
2023-10-10,366.2,262.3,177.6,4.3,93.0,9.29,137.9,8.8,28.05,446.8,Severe
2023-10-11,274.1,411.6,106.1,136.3,107.7,3.43,54.4,4.08,8.6,410.2,Severe
2023-10-12,415.4,448.7,23.9,54.3,238.5,1.53,121.3,15.08,29.14,466.4,Severe
2023-10-13,7.9,211.2,147.2,136.7,196.1,3.59,165.4,17.46,10.42,216.1,Poor
2023-10-14,317.0,388.9,139.9,128.6,149.1,9.48,132.3,16.68,14.28,427.2,Severe
2023-10-15,133.9,188.0,77.2,127.4,93.4,9.09,56.7,18.69,12.08,310.9,Very Poor
2023-10-16,497.9,544.9,50.9,147.6,117.6,6.56,181.4,3.38,10.62,499.2,Severe
2023-10-17,367.4,142.4,194.3,114.7,40.7,1.65,24.8,17.75,17.28,447.3,Severe
2023-10-18,205.7,492.9,126.9,72.0,137.2,0.83,82.3,15.28,2.28,437.3,Severe
2023-10-19,358.8,46.9,120.1,46.2,165.9,9.97,41.4,16.77,20.78,443.9,Severe
2023-10-20,79.4,360.9,59.3,109.3,222.1,8.65,90.3,2.83,4.19,313.4,Very Poor
2023-10-21,110.4,331.9,71.2,30.2,127.9,4.66,137.2,18.78,27.0,281.9,Poor
2023-10-22,173.0,216.6,77.3,90.0,140.5,9.45,116.9,14.74,24.78,340.9,Very Poor
2023-10-23,340.2,449.4,150.5,46.7,69.5,3.54,61.2,14.03,6.05,436.5,Severe
2023-10-24,140.6,201.1,188.0,22.4,123.2,8.71,92.7,19.76,29.15,316.0,Very Poor
2023-10-25,186.3,394.4,32.3,5.0,17.2,4.2,27.2,15.67,7.55,355.4,Very Poor
2023-10-26,107.7,554.0,35.6,71.1,97.3,6.94,28.5,12.48,29.62,473.1,Severe
2023-10-27,62.3,368.7,95.6,114.7,60.1,0.14,167.7,18.97,1.15,323.2,Very Poor
2023-10-28,388.5,50.3,117.0,50.8,119.5,2.87,127.9,19.65,11.87,455.7,Severe
2023-10-29,293.3,582.4,180.4,119.0,87.5,3.07,168.7,17.47,4.24,489.7,Severe
2023-10-30,291.6,281.6,81.7,12.4,80.7,5.33,111.5,16.67,25.11,417.1,Severe
2023-10-31,42.3,176.9,120.8,64.4,110.9,5.69,13.6,17.63,23.46,151.4,Moderate
2023-11-01,480.6,337.3,157.5,78.5,1.9,2.47,62.4,12.75,29.36,492.3,Severe
2023-11-02,435.5,465.5,85.3,14.1,166.6,6.67,139.5,8.83,5.09,474.4,Severe
2023-11-03,415.1,301.3,156.2,55.8,204.2,4.21,162.2,12.76,4.44,466.2,Severe
2023-11-04,377.1,429.7,139.9,63.8,183.5,8.24,143.6,5.61,7.7,451.1,Severe
2023-11-05,293.0,260.8,133.0,2.7,172.8,6.65,154.4,12.23,9.69,417.7,Severe
2023-11-06,260.8,386.9,117.5,44.3,18.1,6.86,141.6,16.43,23.01,404.9,Severe
2023-11-07,204.6,277.4,91.0,38.9,247.3,6.33,164.2,5.91,25.41,365.2,Very Poor
2023-11-08,346.9,180.2,5.9,130.5,128.4,9.96,151.4,17.16,25.52,439.1,Severe
2023-11-09,279.6,18.2,170.3,32.0,202.2,7.45,156.1,13.1,10.43,412.4,Severe
2023-11-10,1.1,445.4,199.5,81.8,174.0,8.78,69.1,6.76,12.27,409.4,Severe
2023-11-11,229.7,227.7,175.5,2.1,246.3,2.39,2.3,15.79,11.07,384.4,Very Poor
2023-11-12,343.7,232.3,103.3,40.6,90.0,9.56,179.1,14.53,19.63,437.9,Severe
2023-11-13,167.5,39.6,122.1,114.3,18.6,7.26,63.8,3.34,5.14,336.7,Very Poor
2023-11-14,102.9,445.5,161.4,124.0,96.5,2.85,89.4,16.76,10.82,409.5,Severe
2023-11-15,48.1,533.2,61.5,117.9,152.7,3.34,67.8,5.28,27.62,460.9,Severe
2023-11-16,351.2,217.4,54.2,55.7,120.8,0.82,86.2,3.47,9.23,440.8,Severe
2023-11-17,166.7,40.4,0.8,121.0,100.4,6.29,30.0,6.97,16.09,336.1,Very Poor
2023-11-18,216.9,72.6,10.2,45.5,242.9,2.07,89.2,13.52,18.48,374.6,Very Poor
2023-11-19,160.9,213.6,47.2,17.8,216.9,5.13,125.6,10.15,11.89,331.6,Very Poor
2023-11-20,384.7,79.5,130.8,108.9,172.9,8.68,173.5,12.4,21.68,454.2,Severe
2023-11-21,206.0,227.9,144.8,135.3,129.2,3.67,138.9,7.48,21.23,366.2,Very Poor
2023-11-22,488.9,508.4,198.4,20.8,116.3,8.69,56.8,12.54,16.36,495.6,Severe
2023-11-23,435.0,213.3,51.4,79.6,242.0,4.51,80.7,10.03,13.5,474.2,Severe
2023-11-24,397.5,232.3,53.8,15.4,18.1,4.44,25.6,19.99,1.49,459.2,Severe
2023-11-25,192.0,254.2,188.1,132.8,125.4,4.57,110.4,7.42,21.63,355.5,Very Poor
2023-11-26,383.5,481.4,120.4,100.5,11.1,5.59,75.6,10.38,16.55,453.7,Severe
2023-11-27,318.0,492.3,120.5,77.0,197.7,2.97,5.1,15.08,29.84,436.9,Severe
2023-11-28,323.4,218.3,148.9,102.5,200.4,8.65,164.6,5.31,14.56,429.8,Severe
2023-11-29,483.0,95.6,96.3,113.9,138.3,0.89,46.8,14.38,25.14,493.2,Severe
2023-11-30,263.5,330.7,92.3,3.4,191.9,3.22,45.7,4.89,14.33,406.0,Severe
2023-12-01,175.8,556.5,97.7,77.1,19.7,0.9,184.8,15.09,9.15,474.5,Severe
2023-12-02,387.9,307.7,96.2,44.8,233.5,8.21,178.0,12.6,21.69,455.4,Severe
2023-12-03,314.1,341.1,161.6,101.3,133.0,2.99,172.0,2.67,6.29,426.1,Severe
2023-12-04,286.4,141.4,80.3,41.6,69.8,7.83,78.0,18.82,12.56,415.1,Severe
2023-12-05,406.3,219.0,117.0,41.0,187.2,7.62,124.6,1.6,25.04,462.7,Severe
2023-12-06,307.5,465.5,193.7,35.9,16.8,7.25,186.1,18.73,23.15,423.5,Severe
2023-12-07,346.8,452.0,11.3,106.4,93.2,1.83,27.2,6.33,6.78,439.1,Severe
2023-12-08,164.7,97.6,73.2,50.5,242.6,6.66,134.8,1.78,4.27,334.5,Very Poor
2023-12-09,361.1,255.3,77.3,72.4,109.2,9.58,44.3,19.89,2.86,444.8,Severe
2023-12-10,410.6,55.7,136.8,118.2,227.5,1.75,109.2,3.38,7.55,464.5,Severe
2023-12-11,306.0,323.4,163.6,69.7,135.2,5.87,132.7,3.94,29.46,422.9,Severe
2023-12-12,154.5,306.6,59.4,18.0,72.0,7.12,92.6,8.21,29.37,326.7,Very Poor
2023-12-13,69.9,259.4,109.0,52.2,9.1,0.62,123.8,9.57,27.27,209.4,Poor
2023-12-14,76.1,73.7,137.5,17.2,249.4,8.69,89.6,6.79,3.05,269.4,Poor
2023-12-15,61.3,49.6,93.1,46.1,97.7,0.54,130.5,4.69,7.48,144.6,Moderate
2023-12-16,374.0,138.3,123.5,108.3,151.8,9.4,192.8,10.39,25.72,449.9,Severe
2023-12-17,402.5,323.7,2.5,121.3,138.4,5.64,65.7,3.69,11.68,461.2,Severe
2023-12-18,92.0,251.6,146.9,146.6,127.5,2.35,183.2,17.28,28.66,237.0,Poor
2023-12-19,410.8,399.2,151.2,61.9,134.7,8.43,146.1,7.6,28.12,464.5,Severe
2023-12-20,241.5,500.3,131.7,36.0,59.9,2.88,44.5,7.5,9.21,441.6,Severe
2023-12-21,94.8,360.3,141.2,134.8,241.9,3.23,139.9,16.67,29.47,312.7,Very Poor
2023-12-22,378.6,147.8,118.4,10.1,13.4,0.37,96.7,4.28,25.7,451.7,Severe
2023-12-23,73.6,348.4,66.7,144.3,185.2,4.52,177.6,1.37,0.7,298.4,Poor
2023-12-24,56.0,505.1,13.4,11.8,70.8,5.83,141.5,4.21,5.76,444.4,Severe
2023-12-25,104.7,567.0,163.3,23.7,167.3,1.15,28.3,6.87,14.41,480.7,Severe
2023-12-26,432.1,380.7,27.2,137.9,217.7,0.69,117.2,9.62,0.44,473.0,Severe
2023-12-27,57.2,599.4,47.5,139.0,111.4,1.32,159.6,2.18,5.98,499.6,Severe
2023-12-28,458.4,458.7,167.7,90.0,87.7,3.38,148.6,18.72,4.32,483.5,Severe
2023-12-29,317.9,163.0,22.4,29.7,178.5,5.1,31.7,3.04,12.94,427.6,Severe
2023-12-30,299.7,235.7,21.1,104.2,204.9,2.88,145.7,0.76,1.01,420.4,Severe
2023-12-31,194.0,187.4,75.9,116.7,4.1,7.02,85.8,3.43,23.39,357.0,Very Poor
2024-01-01,,,0,,,,,3.54,28.36,,Severe
2024-01-01,143.29,278.27,14.57,6.17,20.74,2.29,17.47,3.54,28.36,318.1,Very Poor
2024-01-02,146.48,258.6,10.5,4.49,14.98,2.5,19.27,17.9,0.14,320.6,Very Poor
2024-01-02,,,0,,,,,17.9,0.14,,Severe
2024-01-03,,,0,,,,,2.09,27.15,,Severe
2024-01-03,154.35,261.26,14.2,7.07,21.24,2.1,19.16,2.09,27.15,326.6,Very Poor
2024-01-04,223.31,377.21,30.07,14.06,44.13,1.89,27.56,17.28,19.12,379.5,Very Poor
2024-01-04,,,0,,,,,17.28,19.12,,Severe
2024-01-05,128.92,255.26,27.28,12.71,39.99,2.06,24.94,16.56,12.23,307.1,Very Poor
2024-01-05,,,0,,,,,16.56,12.23,,Severe
2024-01-06,151.36,284.59,23,10.84,33.84,2.25,25.66,15.17,11.22,324.3,Very Poor
2024-01-06,,,0,,,,,15.17,11.22,,Severe
2024-01-07,142.87,275.76,19.97,9.48,29.45,2.15,25.94,5.07,20.4,317.8,Very Poor
2024-01-07,,,0,,,,,5.07,20.4,,Severe
2024-01-08,215.03,396.85,18.37,9.65,28.01,2.12,27.06,0.31,12.2,373.2,Very Poor
2024-01-08,,,0,,,,,0.31,12.2,,Severe
2024-01-09,120.75,222.68,23.91,10.96,34.86,2.17,26.7,16.64,4.67,181.8,Moderate
2024-01-09,,,0,,,,,16.64,4.67,,Severe
2024-01-10,,,0,,,,,8.27,15.7,,Severe
2024-01-10,164.59,296.96,16.09,7.77,23.86,2.41,31.92,8.27,15.7,334.5,Very Poor
2024-01-11,,,0,,,,,18.94,14.14,,Severe
2024-01-11,199.74,359.78,13.78,7.77,21.56,2.23,32.28,18.94,14.14,361.4,Very Poor
2024-01-12,,,0,,,,,11.75,25.42,,Severe
2024-01-12,182.84,319.49,20.02,10.56,30.58,2.15,27.34,11.75,25.42,348.5,Very Poor
2024-01-13,,,0,,,,,5.36,18.87,,Severe
2024-01-13,275.35,433.4,19.86,10.2,30.03,1.95,29.6,5.36,18.87,410.7,Severe
2024-01-14,,,0,,,,,14.74,14.29,,Severe
2024-01-14,277.05,423.28,27.33,12.2,39.53,1.76,30.7,14.74,14.29,411.4,Severe
2024-01-15,,,0,,,,,3.58,29.02,,Severe
2024-01-15,154.49,287.33,27.43,12.11,39.54,1.91,26.62,3.58,29.02,326.7,Very Poor
2024-01-16,,,0,,,,,1.93,8.17,,Severe
2024-01-16,236.54,377.64,23.18,11.68,34.86,1.96,27.4,1.93,8.17,389.7,Very Poor
2024-01-17,,,0,,,,,14.43,21.58,,Severe
2024-01-17,149.17,283.7,16.09,7.23,23.25,2.25,35.05,14.43,21.58,322.6,Very Poor
2024-01-18,,,0,,,,,16.61,4.8,,Severe
2024-01-18,157.18,291.37,17.56,7.92,25.25,2.37,26.57,16.61,4.8,328.8,Very Poor
2024-01-19,173.37,300.34,22.53,9.77,32.29,2.22,30.13,9.06,14.12,341.2,Very Poor
2024-01-19,,,0,,,,,9.06,14.12,,Severe
2024-01-20,,,0,,,,,14.94,24.03,,Severe
2024-01-20,166.32,307.08,18.33,8.09,26.38,2.39,34.53,14.94,24.03,335.8,Very Poor
2024-01-21,,,0,,,,,1.86,5.49,,Severe
2024-01-21,173.88,318.63,22.34,9.85,32.09,2.0,29.21,1.86,5.49,341.6,Very Poor
2024-01-22,178.5,321.87,14.86,7.08,21.79,2.43,34.8,19.1,6.64,345.1,Very Poor
2024-01-22,,,0,,,,,19.1,6.64,,Severe
2024-01-23,187.36,346.55,14.24,6.67,20.7,2.32,28.26,16.07,10.69,351.9,Very Poor
2024-01-23,,,0,,,,,16.07,10.69,,Severe
2024-01-24,189.28,364.86,18.38,8.11,26.31,2.24,25.89,18.93,4.82,353.4,Very Poor
2024-01-24,,,0,,,,,18.93,4.82,,Severe
2024-01-25,,,0,,,,,3.26,23.09,,Severe
2024-01-25,161.72,294.9,18.18,8.09,25.85,2.15,26.4,3.26,23.09,332.3,Very Poor
2024-01-26,224.61,384.29,17.38,7.41,24.79,1.86,35.53,4.4,22.92,380.5,Very Poor
2024-01-26,,,0,,,,,4.4,22.92,,Severe
2024-01-27,,,0,,,,,6.12,20.75,,Severe
2024-01-27,202.79,372.78,19.06,7.93,26.99,1.72,32.42,6.12,20.75,363.8,Very Poor
2024-01-28,,,0,,,,,8.76,2.41,,Severe
2024-01-28,274.84,465.14,29.82,12.23,42.05,1.63,28.72,8.76,2.41,421.0,Severe
2024-01-29,,,0,,,,,16.26,14.85,,Severe
2024-01-29,211.52,386.15,14.73,8.06,20.57,2.02,31.78,16.26,14.85,370.5,Very Poor
2024-01-30,,,0,,,,,16.42,5.39,,Severe
2024-01-30,166.79,306.31,17.4,7.12,24.18,1.92,24.58,16.42,5.39,336.1,Very Poor
2024-01-31,,,0,,,,,11.13,4.95,,Severe
2024-01-31,164.12,283.12,16.08,6.77,22.72,1.81,34.86,11.13,4.95,334.1,Very Poor
2024-02-01,47.47,81.28,11.47,4.79,16.25,2.35,38.63,17.12,20.46,104.1,Moderate
2024-02-01,,,0,,,,,17.12,20.46,,Severe
2024-02-02,,,0,,,,,12.74,19.55,,Severe
2024-02-02,85.53,162.92,10.61,4.44,15.05,2.4,27.45,12.74,19.55,184.7,Moderate
2024-02-03,78.11,192.55,11.77,4.82,16.58,2.33,29.95,19.67,17.7,161.8,Moderate
2024-02-03,,,0,,,,,19.67,17.7,,Severe
2024-02-04,,,0,,,,,1.67,4.47,,Severe
2024-02-04,,,17.21,6.94,24.15,2.23,31.11,1.67,4.47,102.6,Moderate
2024-02-05,64.43,161.52,11,4.51,15.52,2.5,25.15,15.74,14.01,141.2,Moderate
2024-02-05,,,0,,,,,15.74,14.01,,Severe
2024-02-06,81.34,205.41,11.3,4.58,15.86,2.55,30.02,0.53,14.61,170.4,Moderate
2024-02-06,,,0,,,,,0.53,14.61,,Severe
2024-02-07,,,0,,,,,8.83,15.72,,Severe
2024-02-07,74.92,211.45,10.46,4.36,14.82,2.49,33.02,8.83,15.72,174.4,Moderate
2024-02-08,58.89,155.64,4.88,1.98,6.83,2.63,43.89,0.07,25.79,137.3,Moderate
2024-02-08,,,0,,,,,0.07,25.79,,Severe
2024-02-09,91.19,232.95,7.4,2.98,10.35,2.51,45.1,4.53,22.44,201.6,Poor
2024-02-09,,,0,,,,,4.53,22.44,,Severe
2024-02-10,133.31,328.91,16.17,6.46,22.6,2.21,29.87,12.04,17.76,310.4,Very Poor
2024-02-10,,,0,,,,,12.04,17.76,,Severe
2024-02-11,,,0,,,,,0.48,19.01,,Severe
2024-02-11,143.57,342.43,8.07,3.2,11.27,2.29,38.62,0.48,19.01,318.3,Very Poor
2024-02-12,,,0,,,,,14.2,13.56,,Severe
2024-02-12,125.47,301.82,7.54,2.86,10.39,2.32,32.02,14.2,13.56,304.4,Very Poor
2024-02-13,,,0,,,,,7.42,11.07,,Severe
2024-02-13,185.61,417.71,18.94,7.42,26.36,2.06,32.26,7.42,11.07,384.6,Very Poor
2024-02-14,,,0,,,,,18.22,17.16,,Severe
2024-02-14,92.78,276.34,6.85,2.82,9.63,2.15,53.67,18.22,17.16,226.3,Poor
2024-02-15,108.7,280.67,9.4,3.59,12.99,2.31,44.87,19.17,15.75,261.4,Poor
2024-02-15,,,0,,,,,19.17,15.75,,Severe
2024-02-16,,,0,,,,,7.1,13.14,,Severe
2024-02-16,109.56,293,12.27,4.72,16.98,2.21,44.78,7.1,13.14,264.4,Poor
2024-02-17,,,0,,,,,0.32,1.38,,Severe
2024-02-17,112.47,263.88,22.45,10.04,27.18,2.34,35.77,0.32,1.38,274.3,Poor
2024-02-18,,,0,,,,,6.19,5.12,,Severe
2024-02-18,127.23,295.9,74.69,29.9,104.57,1.34,40.87,6.19,5.12,305.8,Very Poor
2024-02-19,,,0,,,,,14.79,11.76,,Severe
2024-02-19,77.12,235.84,11.97,4.81,16.78,0.97,54.27,14.79,11.76,190.6,Moderate
2024-02-20,90.45,206.91,22.26,8.87,31.13,1.16,31.4,6.76,21.75,171.4,Moderate
2024-02-20,,,0,,,,,6.76,21.75,,Severe
2024-02-21,,,0,,,,,14.61,8.24,,Severe
2024-02-21,77.05,180.95,25.93,10.78,31.86,0.42,29.01,14.61,8.24,155.8,Moderate
2024-02-22,68.74,188.26,21.19,2.72,23.81,0.34,11.86,18.95,17.39,159.0,Moderate
2024-02-22,,,0,,,,,18.95,17.39,,Severe
2024-02-23,74.21,199.14,27.26,3.09,30.36,0.87,12.41,8.46,3.44,166.2,Moderate
2024-02-23,,,0,,,,,8.46,3.44,,Severe
2024-02-24,77.83,213.66,44.78,4.85,49.62,1.01,15.43,10.51,25.39,175.9,Moderate
2024-02-24,,,0,,,,,10.51,25.39,,Severe
2024-02-25,,,0,,,,,6.73,27.85,,Severe
2024-02-25,74.76,204.58,26.08,2.89,28.97,0.89,16.6,6.73,27.85,169.8,Moderate
2024-02-26,,,0,,,,,4.16,13.42,,Severe
2024-02-26,84.05,225.68,19.8,2.25,21.42,0.84,15.08,4.16,13.42,183.8,Moderate
2024-02-27,,,0,,,,,0.32,8.84,,Severe
2024-02-27,61.06,159.09,22.44,2.49,24.93,0.85,11.63,0.32,8.84,139.6,Moderate
2024-02-28,,,0,,,,,4.89,22.45,,Severe
2024-02-28,67,166.6,11.54,1.4,12.94,0.75,13.0,4.89,22.45,144.6,Moderate
2024-02-29,,,0,,,,,10.41,22.76,,Severe
2024-02-29,75.98,178.59,16.51,5.3,21.9,0.74,13.84,10.41,22.76,152.6,Moderate
2024-03-01,,,0,,,,,3.38,19.93,,Severe
2024-03-01,85.71,216.64,26.43,11.12,37.54,1.01,20.82,3.38,19.93,185.4,Moderate
2024-03-02,24.14,73.07,9.33,11.65,18.04,0.56,18.05,2.29,8.4,73.1,Satisfactory
2024-03-02,,,0,,,,,2.29,8.4,,Severe
2024-03-03,,,0,,,,,16.12,15.86,,Severe
2024-03-03,58.02,171.38,15.21,13.63,23.53,0.55,18.23,16.12,15.86,147.8,Moderate
2024-03-04,,,0,,,,,0.59,5.44,,Severe
2024-03-04,53.46,154.24,21.64,10.55,32.19,0.67,16.11,0.59,5.44,136.4,Moderate
2024-03-05,,,0,,,,,9.19,9.48,,Severe
2024-03-05,61.57,151.76,27.75,11.0,28.24,0.73,18.9,9.19,9.48,134.7,Moderate
2024-03-06,,,0,,,,,12.31,17.29,,Severe
2024-03-06,66.47,167.6,11.58,9.4,20.97,0.79,21.99,12.31,17.29,145.3,Moderate
2024-03-07,87.11,223.81,24.23,10.68,34.9,1.07,14.53,18.89,5.37,190.1,Moderate
2024-03-07,,,0,,,,,18.89,5.37,,Severe
2024-03-08,67.93,175.54,18.89,10.13,29.03,0.96,15.15,8.59,6.5,150.5,Moderate
2024-03-08,,,0,,,,,8.59,6.5,,Severe
2024-03-09,68.22,149.34,30.88,11.21,42.09,1.03,20.59,0.14,27.04,133.1,Moderate
2024-03-09,,,0,,,,,0.14,27.04,,Severe
2024-03-10,,,0,,,,,19.46,17.14,,Severe
2024-03-10,79.71,189.14,24.04,10.57,34.6,1.15,22.12,19.46,17.14,164.9,Moderate
2024-03-11,,,0,,,,,4.67,2.91,,Severe
2024-03-11,77.07,184.67,14.47,9.68,24.14,1.14,24.95,4.67,2.91,156.6,Moderate
2024-03-12,,,0,,,,,0.76,14.45,,Severe
2024-03-12,75.6,206.76,15.05,9.74,24.79,1.11,12.17,0.76,14.45,171.3,Moderate
2024-03-13,,,0,,,,,2.84,15.09,,Severe
2024-03-13,83.52,183.95,21.46,7.49,26.0,0.9,13.02,2.84,15.09,177.9,Moderate
2024-03-14,,,0,,,,,18.51,12.97,,Severe
2024-03-14,81.46,200.95,48.89,3.1,51.99,1.13,9.81,18.51,12.97,170.8,Moderate
2024-03-15,,,0,,,,,7.19,27.93,,Severe
2024-03-15,58.85,166.94,15.81,3.6,18.97,0.82,16.95,7.19,27.93,144.8,Moderate
2024-03-16,,,0,,,,,3.74,7.45,,Severe
2024-03-16,79.84,203.33,24.28,3.48,27.68,1.13,31.89,3.74,7.45,169.0,Moderate
2024-03-17,81.42,206.25,20.89,3.47,24.36,1.14,27.3,19.34,12.81,170.9,Moderate
2024-03-17,,,0,,,,,19.34,12.81,,Severe
2024-03-18,82.14,206.99,16.9,3.51,20.35,1.09,33.57,11.13,17.88,173.2,Moderate
2024-03-18,,,0,,,,,11.13,17.88,,Severe
2024-03-19,110.15,260.02,22.75,3.38,26.13,1.22,31.13,7.7,28.94,266.4,Poor
2024-03-19,,,0,,,,,7.7,28.94,,Severe
2024-03-20,,,0,,,,,8.45,26.72,,Severe
2024-03-20,95.11,257.09,18.89,3.37,22.26,1.2,31.02,8.45,26.72,215.0,Poor
2024-03-21,,,0,,,,,15.0,23.05,,Severe
2024-03-21,74.18,166.45,16.25,4.75,20.4,0.91,28.66,15.0,23.05,146.0,Moderate
2024-03-22,,,0,,,,,11.07,15.67,,Severe
2024-03-22,68.14,238.37,17.62,6.49,24.11,0.55,25.15,11.07,15.67,192.3,Moderate
2024-03-23,,,0,,,,,3.4,27.92,,Severe
2024-03-23,92.97,235.96,32.77,4.48,37.24,0.75,20.28,3.4,27.92,207.7,Poor
2024-03-24,,,0,,,,,17.75,27.44,,Severe
2024-03-24,71.11,220.58,27.29,5.18,32.48,0.56,30.82,17.75,27.44,180.5,Moderate
2024-03-25,,,0,,,,,12.41,27.92,,Severe
2024-03-25,83.72,166.18,27.38,5.13,32.52,0.63,31.22,12.41,27.92,178.6,Moderate
2024-03-26,,,0,,,,,2.37,0.61,,Severe
2024-03-26,45.54,135.33,17.02,7.31,21.73,0.48,37.99,2.37,0.61,123.8,Moderate
2024-03-27,59.83,157.79,29.57,4.95,34.52,1.1,31.92,10.51,15.06,138.7,Moderate
2024-03-27,,,0,,,,,10.51,15.06,,Severe
2024-03-28,75.41,173.92,25.17,8.59,32.75,0.95,35.4,12.05,29.25,150.2,Moderate
2024-03-28,,,0,,,,,12.05,29.25,,Severe
2024-03-29,,,0,,,,,0.91,27.09,,Severe
2024-03-29,80.83,186.73,17.63,11.2,28.83,1.02,45.6,0.91,27.09,168.7,Moderate
2024-03-30,,,0,,,,,8.47,3.06,,Severe
2024-03-30,74.02,178.72,13.96,11.08,25.04,1.08,29.18,8.47,3.06,152.6,Moderate
2024-03-31,,,0,,,,,12.64,13.02,,Severe
2024-03-31,81.46,207.47,16.09,10.46,26.56,1.3,28.69,12.64,13.02,171.7,Moderate
2024-04-01,,,0,,,,,0.83,21.02,,Severe
2024-04-01,56.3,136.03,8.14,14.5,22.64,0.79,30.91,0.83,21.02,124.3,Moderate
2024-04-02,,,0,,,,,11.09,6.29,,Severe
2024-04-02,68.27,185.01,4.68,15.18,19.86,0.62,36.35,11.09,6.29,156.8,Moderate
2024-04-03,,,0,,,,,9.02,20.22,,Severe
2024-04-03,83.05,192.79,7.12,19.51,26.61,0.58,43.89,9.02,20.22,176.3,Moderate
2024-04-04,,,0,,,,,0.05,19.34,,Severe
2024-04-04,69.63,184.41,9.83,19.67,29.5,0.7,38.08,0.05,19.34,156.4,Moderate
2024-04-05,,,0,,,,,13.7,27.11,,Severe
2024-04-05,71.06,199.59,7.31,18.55,25.84,0.66,37.95,13.7,27.11,166.5,Moderate
2024-04-06,,,0,,,,,6.2,4.69,,Severe
2024-04-06,73.51,194.17,8.26,17.04,27.44,0.51,45.57,6.2,4.69,162.9,Moderate
2024-04-07,,,0,,,,,5.14,5.08,,Severe
2024-04-07,75.82,204.61,12.16,21.72,33.88,0.6,41.51,5.14,5.08,169.8,Moderate
2024-04-08,,,0,,,,,18.45,14.0,,Severe
2024-04-08,83.6,213.62,11.63,21.4,33.03,0.73,38.73,18.45,14.0,178.2,Moderate
2024-04-09,,,0,,,,,13.91,7.35,,Severe
2024-04-09,76.93,203.99,11.37,22.29,33.38,0.9,52.15,13.91,7.35,169.4,Moderate
2024-04-10,,,0,,,,,7.05,3.27,,Severe
2024-04-10,106.9,275.6,12.52,16.98,29.51,1.05,63.6,7.05,3.27,255.3,Poor
2024-04-11,,,0,,,,,6.16,2.16,,Severe
2024-04-11,91,274.23,16.9,16.56,33.46,1.16,50.56,6.16,2.16,224.2,Poor
2024-04-12,,,0,,,,,2.6,26.17,,Severe
2024-04-12,93.58,253.62,8.35,16.81,25.16,0.96,61.25,2.6,26.17,209.8,Poor
2024-04-13,,,0,,,,,4.88,18.62,,Severe
